annoaccademico,corso_codice,corso_descrizione,indirizzo_codice,indirizzo_descrizione,orientamento_codice,orientamento_descrizione,curriculum_codice,curriculum_descrizione,curriculum_note,url
2018/2019,8775,Educatore nei servizi per l'infanzia,000,,000,,Manifesto-2018_8775_000_000_2018,L in EDUCATORE NEI SERVIZI PER L'INFANZIA,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8775/000/000/2018
2018/2019,8776,Educatore sociale e culturale,000,,000,,Manifesto-2018_8776_000_000_2018,L in EDUCATORE SOCIALE E CULTURALE (sede di Bologna),,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8776/000/000/2018
2018/2019,8777,Educatore sociale e culturale,000,,000,,Manifesto-2018_8777_000_000_2018,L in EDUCATORE SOCIALE E CULTURALE (sede di Rimini),,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8777/000/000/2018
2018/2019,8780,Scienze dell’educazione permanente e della formazione continua,000,,000,,Manifesto-2018_8780_000_000_2018,LM in SCIENZE DELL'EDUCAZIONE PERMANENTE E DELLA FORMAZIONE CONTINUA  ,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8780/000/000/2018
2018/2019,8782,Relazioni internazionali,537,CURRICULUM EUROPEAN AFFAIRS,000,,Manifesto-2018_8782_000_537_2018,Curriculum EUROPEAN AFFAIRS (537): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/537/000/2018
2018/2019,8782,Relazioni internazionali,537,CURRICULUM EUROPEAN AFFAIRS,000,,Manifesto-2018_8782_000_537_2017,Curriculum EUROPEAN AFFAIRS (537): Piano didattico immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/537/000/2017
2018/2019,8782,Relazioni internazionali,A22,CURRICULUM INTERNATIONAL AFFAIRS,000,,Manifesto-2018_8782_000_A22_2018,Curriculum INTERNATIONAL AFFAIRS (A22): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/A22/000/2018
2018/2019,8782,Relazioni internazionali,A22,CURRICULUM INTERNATIONAL AFFAIRS,000,,Manifesto-2018_8782_000_A22_2017,curriculum: INTERNATIONAL AFFAIRS (A22) - Piano didattico immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/A22/000/2017
2018/2019,8782,Relazioni internazionali,A23,CURRICULUM RELAZIONI INTERNAZIONALI,000,,Manifesto-2018_8782_000_A23_2018,Curriculum RELAZIONI INTERNAZIONALI (A23): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/A23/000/2018
2018/2019,8782,Relazioni internazionali,A23,CURRICULUM RELAZIONI INTERNAZIONALI,000,,Manifesto-2018_8782_000_A23_2017,Curriculum RELAZIONI INTERNAZIONALI (A23): Piano didattico immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/A23/000/2017
2018/2019,8782,Relazioni internazionali,A77,"FORECASTING, INNOVATION AND CHANGE",000,,Manifesto-2018_8782_000_A77_2018,"Curriculum FORECASTING, INNOVATION AND CHANGE (A77): Piano didattico immatricolati A.A. 2018/2019","Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/A77/000/2018
2018/2019,8782,Relazioni internazionali,A77,"FORECASTING, INNOVATION AND CHANGE",000,,Manifesto-2018_8782_000_A77_2017,"Curriculum FORECASTING, INNOVATION AND CHANGE: Piano didattico immatricolati A.A. 2017/2018","Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/A77/000/2017
2018/2019,8782,Relazioni internazionali,B07,INTERNATIONAL CRIMINOLOGY,000,,Manifesto-2018_8782_000_B07_2018,Curriculum INTERNATIONAL CRIMINOLOGY (B07): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8782/B07/000/2018
2018/2019,8783,Scienze internazionali e diplomatiche,561,INTERNATIONAL POLITICS AND MARKETS,000,,Manifesto-2018_8783_000_561_2017,Curriculum International Politics and Markets - students enrolled in a.y. 2017/2018,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8783/561/000/2017
2018/2019,8783,Scienze internazionali e diplomatiche,561,INTERNATIONAL POLITICS AND MARKETS,000,,Manifesto-2018_8783_000_561_88,Curriculum International Politics and Markets - students enrolled in a.y. 2016/2017,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8783/561/000/88
2018/2019,8783,Scienze internazionali e diplomatiche,802,POLITICA E SICUREZZA INTERNAZIONALE,000,,Manifesto-2018_8783_000_802_2017,Curriculum Politica e sicurezza internazionale - per studenti immatricolati nell'a.a. 2017/2018,Piano didattico valido per gli immatricolati a.a. 2017/2018,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8783/802/000/2017
2018/2019,8783,Scienze internazionali e diplomatiche,802,POLITICA E SICUREZZA INTERNAZIONALE,000,,Manifesto-2018_8783_000_802_88,Curriculum Politica e sicurezza internazionale - per studenti immatricolati nell'a.a. 2016/2017,Piano didattico valido per gli immatricolati a.a. 2016/17,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8783/802/000/88
2018/2019,8783,Scienze internazionali e diplomatiche,997,POLITICA E GOVERNO NEL MONDO GLOBALE,000,,Manifesto-2018_8783_000_997_2017,Curriculum Politica e governo nel mondo globale - per studenti immatricolati nell'a.a. 2017/2018,Piano didattico valido per gli studenti immatricolati nell'a.a. 2017/18,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8783/997/000/2017
2018/2019,8783,Scienze internazionali e diplomatiche,997,POLITICA E GOVERNO NEL MONDO GLOBALE,000,,Manifesto-2018_8783_000_997_88,Curriculum Politica e governo nel mondo globale - per studenti immatricolati nell'a.a. 2016/2017,Piano didattico valido per gli studenti immatricolati nell'a.a. 2016/17,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8783/997/000/88
2018/2019,8784,"Politica, amministrazione e organizzazione",196,CURRICULUM SCIENZA DELL'AMMINISTRAZIONE,000,,Manifesto-2018_8784_000_196_2018,Curriculum SCIENZA DELL'AMMINISTRAZIONE (196): Piano didattico immatricolati  A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8784/196/000/2018
2018/2019,8784,"Politica, amministrazione e organizzazione",196,CURRICULUM SCIENZA DELL'AMMINISTRAZIONE,000,,Manifesto-2018_8784_000_196_2017,Curriculum: SCIENZA DELL'AMMINISTRAZIONE (196) - Piano didattico immatricolati  A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8784/196/000/2017
2018/2019,8784,"Politica, amministrazione e organizzazione",202,CURRICULUM TEORIA DELL'ORGANIZZAZIONE,000,,Manifesto-2018_8784_000_202_2018,Curriculum TEORIA DELL'ORGANIZZAZIONE (202): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8784/202/000/2018
2018/2019,8784,"Politica, amministrazione e organizzazione",202,CURRICULUM TEORIA DELL'ORGANIZZAZIONE,000,,Manifesto-2018_8784_000_202_2017,Curriculum TEORIA DELL'ORGANIZZAZIONE (202): Piano didattico immatricolati  A.A.  A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8784/202/000/2017
2018/2019,8784,"Politica, amministrazione e organizzazione",576,CURRICULUM POLITICHE PUBBLICHE E SCIENZA DELL’AMMINISTRAZIONE (TITOLO DOPPIO CON LA IEP DI TOLOSA),000,,Manifesto-2018_8784_000_576_2018,Curriculum POLITICHE PUBBLICHE E SCIENZA DELL’AMMINISTRAZIONE (576) (titolo doppio con la IEP di Tolosa): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8784/576/000/2018
2018/2019,8784,"Politica, amministrazione e organizzazione",576,CURRICULUM POLITICHE PUBBLICHE E SCIENZA DELL’AMMINISTRAZIONE (TITOLO DOPPIO CON LA IEP DI TOLOSA),000,,Manifesto-2018_8784_000_576_2017,Curriculum POLITICHE PUBBLICHE E SCIENZA DELL’AMMINISTRAZIONE (576) (titolo doppio con la IEP di Tolosa): Piano didattico immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8784/576/000/2017
2018/2019,8786,Sociologia e servizio sociale,225,CURRICULUM SOCIOLOGIA E RICERCA SOCIALE,000,,Manifesto-2018_8786_000_225_2018,Curriculum SOCIOLOGIA E RICERCA SOCIALE (225): Piano didattico immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8786/225/000/2018
2018/2019,8786,Sociologia e servizio sociale,225,CURRICULUM SOCIOLOGIA E RICERCA SOCIALE,000,,Manifesto-2018_8786_000_225_2017,Curriculum SOCIOLOGIA E RICERCA SOCIALE (225): Piano didattico immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8786/225/000/2017
2018/2019,8786,Sociologia e servizio sociale,251,CURRICULUM SERVIZIO SOCIALE,000,,Manifesto-2018_8786_000_251_2018,Curriculum SERVIZIO SOCIALE (251): piano didattico  immatricolati A.A. 2018/2019,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8786/251/000/2018
2018/2019,8786,Sociologia e servizio sociale,251,CURRICULUM SERVIZIO SOCIALE,000,,Manifesto-2018_8786_000_251_2017,Curriculum SERVIZIO SOCIALE (251): piano didattico  immatricolati A.A. 2017/2018,"Lezioni del primo semestre (PERIODO 1): dal 24/09/2018 al 7/12/2018
Lezioni del secondo semestre (PERIODO 2): dal 18/02/2019 al 17/05/2019",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8786/251/000/2017
2018/2019,8829,Ingegneria dei processi e dei sistemi edilizi,597,GESTIONE DEL PROCESSO EDILIZIO NEL RECUPERO DI EDIFICI STORICI,000,,Manifesto-2018_8829_000_597_2018,Curriculm Gestione del processo edilizio nel recupero di edifici storici: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8829/597/000/2018
2018/2019,8829,Ingegneria dei processi e dei sistemi edilizi,597,GESTIONE DEL PROCESSO EDILIZIO NEL RECUPERO DI EDIFICI STORICI,000,,Manifesto-2018_8829_000_597_2017,Curriculm Gestione del processo edilizio nel recupero di edifici storici: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8829/597/000/2017
2018/2019,8829,Ingegneria dei processi e dei sistemi edilizi,640,HISTORIC BUILDINGS REHABILITATION,000,,Manifesto-2018_8829_000_640_2018,Curriculum Historic buildings rehabilitation: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8829/640/000/2018
2018/2019,8829,Ingegneria dei processi e dei sistemi edilizi,640,HISTORIC BUILDINGS REHABILITATION,000,,Manifesto-2018_8829_000_640_2017,Curriculum Historic buildings rehabilitation: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8829/640/000/2017
2018/2019,8834,Acquacoltura e igiene delle produzioni ittiche,000,,000,,Manifesto-2018_8834_000_000_2018,"PIANO DIDATTICO LAUREA IN ""ACQUACOLTURA E IGIENE DELLE PRODUZIONI ITTICHE"" - Matricole A.A. 2018/2019","Corso di laurea di 1° ciclo progettato ai sensi del D.M. n. 270/2004. Durata legale: 3 anni accademici.
Per informazioni in merito a periodi di lezione, vacanze e finestre d'esame, consultare il Calendario didattico del corso di studio disponibile alla pagina https://corsi.unibo.it/laurea/acquacoltura/calendario-didattico (copiare l'indirizzo all'interno del browser).",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8834/000/000/2018
2018/2019,8834,Acquacoltura e igiene delle produzioni ittiche,000,,000,,Manifesto-2018_8834_000_000_2017,"PIANO DIDATTICO LAUREA IN ""ACQUACOLTURA E IGIENE DELLE PRODUZIONI ITTICHE"" - Matricole A.A. 2017/2018","Corso di laurea di 1° ciclo progettato ai sensi del D.M. n. 270/2004. Durata legale: 3 anni accademici.
Per informazioni in merito a periodi di lezione, vacanze e finestre d'esame, consultare il Calendario didattico del corso di studio disponibile alla pagina https://corsi.unibo.it/laurea/acquacoltura/calendario-didattico (copiare l'indirizzo all'interno del browser).",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8834/000/000/2017
2018/2019,8834,Acquacoltura e igiene delle produzioni ittiche,000,,000,,Manifesto-2018_8834_000_000_1,"PIANO DIDATTICO LAUREA IN ""ACQUACOLTURA E IGIENE DELLE PRODUZIONI ITTICHE"" - Matricole A.A. 2015/2016 e 2016/2017","Corso di laurea di 1° ciclo progettato ai sensi del D.M. n. 270/2004. Durata legale: 3 anni accademici.
Per informazioni in merito a periodi di lezione, vacanze e finestre d'esame, consultare il Calendario didattico del corso di studio disponibile alla pagina https://corsi.unibo.it/laurea/acquacoltura/calendario-didattico (copiare l'indirizzo all'interno del browser).",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8834/000/000/1
2018/2019,8835,Economics and finance ,000,,000,,Manifesto-2018_8835_000_000_2018,Study plan for students enrolled in a.y. 2018/19,"Classes will be held in the following terms: First term from 18/09 to 07/12/2018; Second term from 18/02 to 24/05/2019; Crash course in Mahematics from 18/09 to 22/10/2018; Period E from 05/11 to 24/05/2019; Period A from 18/09/2018 to 24/05/2019. 
Lesson Hours: 2 ECTS (CFU) = 15; 3 ECTS (CFU) = 20; 5 ECTS (CFU) = 30; 6 ECTS (CFU) = 45; 8 ECTS (CFU) = 60; 9 ECTS (CFU) = 68; 10 ECTS (CFU) = 75; 12 ECTS (CFU) = 90.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8835/000/000/2018
2018/2019,8835,Economics and finance ,000,,000,,Manifesto-2018_8835_000_000_2017,Study plan for students enrolled in a.y. 2017/18,"Classes will be held in the following terms: First term from 18/09 to 07/12/2018; Second term from 18/02 to 24/05/2019; Crash course in Mahematics from 18/09 to 22/10/2018; Period E from 05/11 to 24/05/2019; Period A from 18/09/2018 to 24/05/2019. 
Lesson Hours: 2 ECTS (CFU) = 15; 3 ECTS (CFU) = 20; 5 ECTS (CFU) = 30; 6 ECTS (CFU) = 45; 8 ECTS (CFU) = 60; 9 ECTS (CFU) = 68; 10 ECTS (CFU) = 75; 12 ECTS (CFU) = 90.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8835/000/000/2017
2018/2019,8835,Economics and finance ,000,,000,,Manifesto-2018_8835_000_000_88,Study plan for students enrolled in a.y. 2016/17,"Classes will be held in the following terms: First term from 18/09 to 07/12/2018; Second term from 18/02 to 24/05/2019; Crash course in Mahematics from 18/09 to 22/10/2018; Period E from 05/11 to 24/05/2019; Period A from 18/09/2018 to 24/05/2019; Period P from 18/09/2018 to 29/03/2019.
Lesson Hours: 2 ECTS (CFU) = 15; 3 ECTS (CFU) = 20; 5 ECTS (CFU) = 30; 6 ECTS (CFU) = 45; 8 ECTS (CFU) = 60; 9 ECTS (CFU) = 68; 10 ECTS (CFU) = 75; 12 ECTS (CFU) = 90.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8835/000/000/88
2018/2019,8837,Discipline della musica e del teatro,677,CURRICULUM  DISCIPLINE DELLA MUSICA,000,,Manifesto-2018_8837_000_677_2018,Curriculum Discipline della Musica: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8837/677/000/2018
2018/2019,8837,Discipline della musica e del teatro,677,CURRICULUM  DISCIPLINE DELLA MUSICA,000,,Manifesto-2018_8837_000_677_2017,Curriculum Discipline della Musica: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8837/677/000/2017
2018/2019,8837,Discipline della musica e del teatro,678,CURRICULUM DISCIPLINE DEL TEATRO,000,,Manifesto-2018_8837_000_678_2018,Curriculum Discipline del Teatro: per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8837/678/000/2018
2018/2019,8837,Discipline della musica e del teatro,678,CURRICULUM DISCIPLINE DEL TEATRO,000,,Manifesto-2018_8837_000_678_2017,Curriculum Discipline del Teatro: per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8837/678/000/2017
2018/2019,8838,Scienze del libro e del documento,000,,000,,Manifesto-2018_8838_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,Il presente Regolamento di corso di studio si applica agli studenti immatricolati al corso di studio nell'a.a. 2018/2019,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8838/000/000/2018
2018/2019,8838,Scienze del libro e del documento,000,,000,,Manifesto-2018_8838_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,Il presente Regolamento di corso di studio si applica agli studenti immatricolati al corso di studio nell'a.a. 2017/2018,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8838/000/000/2017
2018/2019,8839,Resource economics and sustainable development ,000,,000,,Manifesto-2018_8839_000_000_2018,Study plan for students enrolled in the a.y. 2018/2019,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8839/000/000/2018
2018/2019,8839,Resource economics and sustainable development ,000,,000,,Manifesto-2018_8839_000_000_2017,Study plan for students enrolled in the a.y. 2017/2018,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8839/000/000/2017
